rating,place,aircraft ,aircraft 1,traveller_type ,traveller_type  1,seat_type,route ,route 1,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,value_for_money,entertainment
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Inverness to Vancouver via London,Inverness to Vancouver via London,01-08-2019,2,2,1,1,1,1
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,London Heathrow to Brussels,London Heathrow to Brussels,01-08-2019,2,4,2,1,1,1
1,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London to Nice,London to Nice,01-08-2019,-1,-1,-1,1,1,-1
1,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Business Class,Palma to London Heathrow,Palma to London Heathrow,01-08-2019,1,1,1,1,1,1
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,London City to Ibiza,London City to Ibiza,01-08-2019,3,2,1,2,2,-1
1,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,London to Faro,London to Faro,01-08-2019,-1,-1,-1,-1,1,-1
3,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Calgary to London,Calgary to London,01-07-2019,3,1,1,5,3,4
8,United Kingdom,A321-200,A321-200,Family Leisure,Family Leisure,Economy Class,London Heathrow to Sofia,London Heathrow to Sofia,01-07-2019,5,5,4,4,4,-1
1,Kuwait,Unknown,,Solo Leisure,Solo Leisure,Business Class,Nice to Kuwait via London,Nice to Kuwait via London,01-07-2019,1,1,-1,1,1,-1
9,United Kingdom,Boeing 777,Boeing 777,Couple Leisure,Couple Leisure,Economy Class,Buenos Aires to London Heathrow,Buenos Aires to London Heathrow,01-07-2019,3,5,4,4,4,2
6,Hong Kong,Boeing 777-300ER,Boeing 777-300ER,Family Leisure,Family Leisure,Economy Class,Hong Kong to London,Hong Kong to London,01-07-2019,4,3,3,2,3,3
3,United Kingdom,Unknown,,Business,Business,Premium Economy,London Heathrow to Las Vegas,London Heathrow to Las Vegas,01-07-2019,3,4,4,1,3,4
2,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Business Class,London Heathrow to Malaga,London Heathrow to Malaga,01-07-2019,2,1,1,3,1,-1
5,United Kingdom,B777-200,B777-200,Business,Business,Economy Class,London to Delhi,London to Delhi,01-06-2019,1,1,3,3,2,2
6,South Africa,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Seattle to Durban via London,Seattle to Durban via London,01-07-2019,4,5,3,5,5,4
2,United Kingdom,Boeing 747-400,Boeing 747-400,Family Leisure,Family Leisure,Economy Class,London Heathrow to Austin,London Heathrow to Austin,01-07-2019,1,3,1,3,2,1
1,United States,A320,A320,Business,Business,Business Class,Mykonos to London,Mykonos to London,01-07-2019,2,1,-1,1,1,-1
8,Thailand,Boeing 737-800,Boeing 737-800,Family Leisure,Family Leisure,Economy Class,Johannesburg OR Tambo to Cape Town,Johannesburg OR Tambo to Cape Town,01-07-2019,4,5,5,5,5,5
5,United Kingdom,Boeing 777-200,Boeing 777-200,Family Leisure,Family Leisure,Economy Class,Grenada to Gatwick,Grenada to Gatwick,01-07-2019,1,4,3,4,3,5
1,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,Prague to London,Prague to London,01-07-2019,1,1,-1,1,1,-1
10,United Arab Emirates,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,Premium Economy,London to Dubai,London to Dubai,01-07-2019,5,5,3,5,5,5
9,Israel,Unknown,,Family Leisure,Family Leisure,Economy Class,Tel Aviv to Toronto via London,Tel Aviv to Toronto via London,01-07-2019,4,5,4,4,5,4
3,New Zealand,A321,A321,Solo Leisure,Solo Leisure,Business Class,Heathrow to Manchester,Heathrow to Manchester,01-07-2019,2,3,-1,1,1,-1
8,Belgium,A320,A320,Solo Leisure,Solo Leisure,Business Class,Brussels to Larnaca via London,Brussels to Larnaca via London,01-06-2019,3,4,4,4,4,-1
2,Australia,A320,A320,Couple Leisure,Couple Leisure,Business Class,Stockholm to London,Stockholm to London,01-07-2019,2,1,1,3,1,-1
2,United Kingdom,Unknown,,Business,Business,Business Class,Toronto to London,Toronto to London,01-07-2019,2,1,3,1,1,-1
7,United Kingdom,Boeing 737,Boeing 737,Family Leisure,Family Leisure,Premium Economy,Orlando to London,Orlando to London,01-07-2019,3,4,1,3,3,3
1,Australia,A320,A320,Couple Leisure,Couple Leisure,Business Class,Lisbon to London,Lisbon to London,01-07-2019,1,1,1,2,1,-1
1,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Economy Class,Heathrow to Marseille,Heathrow to Marseille,01-09-2018,1,1,1,1,1,1
3,Canada,A320,A320,Business,Business,Business Class,Madrid to London,Madrid to London,01-07-2019,3,1,-1,1,1,-1
1,United States,Unknown,,Family Leisure,Family Leisure,Economy Class,Gatwick to Glasgow,Gatwick to Glasgow,01-07-2019,1,1,-1,1,1,-1
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Frankfurt to London,Frankfurt to London,01-07-2019,3,1,-1,1,1,-1
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,London to Olbia,London to Olbia,01-07-2019,2,1,1,2,1,-1
3,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Rotterdam to London City,Rotterdam to London City,01-07-2019,3,4,3,1,2,-1
9,United Kingdom,A320 neo,A320 neo,Business,Business,Economy Class,Dublin to London,Dublin to London,01-07-2019,4,4,-1,4,4,-1
2,United Kingdom,B777-200,B777-200,Couple Leisure,Couple Leisure,Economy Class,Barbados to Gatwick,Barbados to Gatwick,01-07-2019,3,1,1,3,3,4
10,United Kingdom,A380,A380,Solo Leisure,Solo Leisure,Economy Class,London Heathrow to Singapore,London Heathrow to Singapore,01-06-2019,5,5,5,5,5,5
1,Spain,A321,A321,Business,Business,Economy Class,Madrid to London Heathrow,Madrid to London Heathrow,01-06-2019,1,1,1,1,1,-1
10,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London Heathrow to Oslo,London Heathrow to Oslo,01-06-2019,4,5,5,4,4,-1
1,Germany,A319 / Boeing 789,A319 / Boeing 789,Business,Business,Economy Class,Hamburg to Abu Dhabi via London Heathrow,Hamburg to Abu Dhabi via London Heathrow,01-06-2019,1,2,2,1,3,2
7,United States,Boeing 777-200 and A319,Boeing 777-200 and A319,Solo Leisure,Solo Leisure,Economy Class,New York to Glasgow via London,New York to Glasgow via London,01-06-2019,3,3,3,3,4,4
10,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,London Heathrow to New York ,London Heathrow to New York ,01-06-2019,5,5,5,5,5,1
10,United Kingdom,Boeing 777-200,Boeing 777-200,Family Leisure,Family Leisure,Business Class,Gatwick to Bermuda,Gatwick to Bermuda,01-06-2019,4,5,5,3,5,5
10,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Business Class,London Heathrow to Larnaca,London Heathrow to Larnaca,01-06-2019,4,5,5,5,5,-1
6,United Kingdom,A320-200,A320-200,Couple Leisure,Couple Leisure,Economy Class,Gatwick to Cagliari,Gatwick to Cagliari,01-06-2019,3,2,1,4,1,-1
8,United Kingdom,A320,A320,Couple Leisure,Couple Leisure,Economy Class,Heathrow to Kalamata,Heathrow to Kalamata,01-06-2019,5,4,3,3,3,-1
3,United Kingdom,Unknown,,Business,Business,Economy Class,London to Gothenburg,London to Gothenburg,01-06-2019,-1,-1,-1,2,2,-1
1,Australia,A320,A320,Solo Leisure,Solo Leisure,Economy Class,Amsterdam to London,Amsterdam to London,01-02-2019,-1,-1,-1,1,1,-1
5,United Kingdom,A321 Neo,A321 Neo,Business,Business,Economy Class,Istanbul to London,Istanbul to London,01-06-2019,1,4,2,4,3,-1
5,United Kingdom,A321 / Boeing 787-9,A321 / Boeing 787-9,Family Leisure,Family Leisure,Economy Class,Manchester to Kuala Lumpur via London ,Manchester to Kuala Lumpur via London ,01-10-2018,2,2,2,3,3,4
6,United States,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London to Dusseldorf,London to Dusseldorf,01-01-2019,3,3,3,5,4,-1
1,United Kingdom,Boeing 787,Boeing 787,Solo Leisure,Solo Leisure,Business Class,London to Seoul ,London to Seoul ,01-06-2019,1,1,2,1,1,1
7,United Kingdom,A380,A380,Solo Leisure,Solo Leisure,Economy Class,London to Vancouver,London to Vancouver,01-06-2019,2,4,4,3,3,2
3,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Newcastle to Delhi via London,Newcastle to Delhi via London,01-06-2019,2,2,2,1,1,1
1,United States,Boeing 747,Boeing 747,Business,Business,Business Class,Miami to Delhi via London Heathrow,Miami to Delhi via London Heathrow,01-06-2019,1,3,3,2,1,-1
3,Australia,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London to Sydney via Singapore,London to Sydney via Singapore,01-06-2019,3,3,1,1,2,5
4,United States,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Phoenix to Amsterdam via London,Phoenix to Amsterdam via London,01-05-2019,1,3,1,4,3,1
3,United States,Boeing 777 / 747,Boeing 777 / 747,Solo Leisure,Solo Leisure,Economy Class,Tel Aviv to New York via London,Tel Aviv to New York via London,01-06-2019,3,4,1,3,3,5
5,United States,A319 / Boeing 777,A319 / Boeing 777,Solo Leisure,Solo Leisure,Economy Class,Belfast  to Atlanta via London,Belfast  to Atlanta via London,01-04-2019,3,4,2,3,2,3
10,Spain,Unknown,,Family Leisure,Family Leisure,Economy Class,Buenos Aires to London,Buenos Aires to London,01-06-2019,5,5,-1,5,5,5
1,United Kingdom,Boeing 787-9,Boeing 787-9,Business,Business,Business Class,London to Nashville,London to Nashville,01-05-2019,1,1,1,1,1,1
10,Qatar,B747-400 in retro,B747-400 in retro,Solo Leisure,Solo Leisure,First Class,London to Washington,London to Washington,01-06-2019,5,5,5,5,5,3
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Newcastle to Berlin via London,Newcastle to Berlin via London,01-06-2019,3,3,-1,1,1,-1
8,United Kingdom,Unknown,,Family Leisure,Family Leisure,Economy Class,Gatwick to Madrid,Gatwick to Madrid,01-05-2019,2,2,-1,1,1,-1
1,United States,Unknown,,Couple Leisure,Couple Leisure,Economy Class,London to Tampa,London to Tampa,01-05-2019,1,1,1,1,1,1
6,India,Unknown,,Business,Business,Economy Class,London to Bengaluru,London to Bengaluru,01-06-2019,4,3,4,3,4,3
8,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,First Class,London to Delhi,London to Delhi,01-05-2019,4,5,4,4,4,4
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,London Heathrow to Dubai,London Heathrow to Dubai,01-05-2019,-1,-1,-1,-1,1,-1
10,United Kingdom,Boeing 747,Boeing 747,Couple Leisure,Couple Leisure,Economy Class,London to Seattle,London to Seattle,01-05-2019,4,5,4,5,5,-1
5,South Africa,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Johannesburg to London,Johannesburg to London,01-05-2019,3,4,3,4,5,5
9,United Kingdom,A319/A320,A319/A320,Business,Business,Economy Class,London to Milan,London to Milan,01-05-2019,3,5,3,4,3,-1
10,South Africa,B737-400 / A380 / A319,B737-400 / A380 / A319,Couple Leisure,Couple Leisure,Business Class,Durban to Leeds via Johannesburg / Heathrow,Durban to Leeds via Johannesburg / Heathrow,01-05-2019,4,5,5,5,5,5
9,United States,Boeing 787,Boeing 787,Couple Leisure,Couple Leisure,Business Class,London Heathrow to Los Angeles,London Heathrow to Los Angeles,01-05-2019,4,5,5,5,4,5
7,United Kingdom,Boeing 744,Boeing 744,Couple Leisure,Couple Leisure,Business Class,Cape Town to London Heathrow,Cape Town to London Heathrow,01-05-2019,3,4,4,4,3,3
1,United Kingdom,A321,A321,Business,Business,Economy Class,Sofia to Belfast via London,Sofia to Belfast via London,01-05-2019,1,1,1,1,1,-1
5,United Kingdom,Boeing 777-200,Boeing 777-200,Couple Leisure,Couple Leisure,Economy Class,Lima to Gatwick,Lima to Gatwick,01-05-2019,2,4,4,4,3,1
3,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Inverness to Auckland via Singapore,Inverness to Auckland via Singapore,01-05-2019,1,5,4,4,2,4
4,Australia,Unknown,,Solo Leisure,Solo Leisure,Business Class,Heathrow to Singapore,Heathrow to Singapore,01-05-2019,3,3,2,3,3,4
3,United Kingdom,Unknown,,Business,Business,Economy Class,Lyon to London,Lyon to London,01-05-2019,4,3,2,1,3,-1
3,United Kingdom,Boeing 777-200,Boeing 777-200,Couple Leisure,Couple Leisure,Economy Class,Gatwick to Barbados,Gatwick to Barbados,01-05-2019,3,1,2,3,3,4
4,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Marseille to London,Marseille to London,01-05-2019,3,1,3,1,2,-1
10,Canada,Unknown,,Family Leisure,Family Leisure,Business Class,London to Chennai,London to Chennai,01-05-2019,4,5,5,5,4,5
8,United Kingdom,A320,A320,Solo Leisure,Solo Leisure,Economy Class,Gatwick to Malaga,Gatwick to Malaga,01-05-2019,5,5,4,4,5,-1
6,United States,A380 / Boeing 777,A380 / Boeing 777,Solo Leisure,Solo Leisure,Economy Class,Boston to London Heathrow,Boston to London Heathrow,01-05-2019,4,4,3,4,4,3
7,United Kingdom,Boeing 747-400,Boeing 747-400,Couple Leisure,Couple Leisure,First Class,London to Cape Town,London to Cape Town,01-05-2019,4,4,4,3,3,3
8,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,New York to Heathrow ,New York to Heathrow ,01-05-2019,3,5,3,2,3,5
1,United Kingdom,A321,A321,Business,Business,Economy Class,London to Aberdeen,London to Aberdeen,01-05-2019,2,2,-1,1,1,-1
1,United Kingdom,A319,A319,Business,Business,Business Class,Gatwick to Dubrovnik,Gatwick to Dubrovnik,01-05-2019,1,3,-1,1,1,-1
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Premium Economy,London to Shanghai,London to Shanghai,01-03-2019,1,1,1,1,1,1
2,United Kingdom,A320,A320,Business,Business,Business Class,Faro to Heathrow,Faro to Heathrow,01-05-2019,3,4,4,1,2,-1
9,United Kingdom,A380,A380,Couple Leisure,Couple Leisure,Economy Class,Vancouver to London,Vancouver to London,01-05-2019,4,5,4,4,4,3
1,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Business Class,Gatwick to Tenerife,Gatwick to Tenerife,01-05-2019,1,4,1,1,1,-1
8,United Kingdom,Boeing 747 400,Boeing 747 400,Business,Business,First Class,Washington to London,Washington to London,01-05-2019,4,4,4,3,4,4
10,United Kingdom,Embraer,Embraer,Solo Leisure,Solo Leisure,Economy Class,Rome Fiumicino to London City,Rome Fiumicino to London City,01-05-2019,5,5,5,5,5,-1
2,United Kingdom,Boeing 777-200,Boeing 777-200,Business,Business,Business Class,London to Shanghai,London to Shanghai,01-04-2019,2,1,1,3,2,1
1,United States,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Seattle to London,Seattle to London,01-05-2019,3,5,2,1,1,2
9,United Kingdom,Unknown,,Business,Business,Economy Class,London City to Zurich,London City to Zurich,01-04-2019,5,5,5,4,5,-1
1,Romania,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Bucharest to London,Bucharest to London,01-04-2019,3,3,-1,1,1,-1
10,Canada,Boeing 787,Boeing 787,Solo Leisure,Solo Leisure,Business Class,London to Calgary,London to Calgary,01-12-2018,5,5,5,1,5,5
10,United Kingdom,Boeing 747,Boeing 747,Couple Leisure,Couple Leisure,Business Class,Vancouver to London,Vancouver to London,01-04-2019,5,5,5,5,5,5
8,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Business Class,Miami to London Heathrow,Miami to London Heathrow,01-04-2019,4,5,4,4,4,3
2,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Houston to London Heathrow,Houston to London Heathrow,01-04-2019,2,1,1,2,2,-1
4,Australia,Unknown,,Business,Business,Business Class,London to Delhi,London to Delhi,01-04-2019,2,2,2,3,2,2
1,United Kingdom,Unknown,,Business,Business,Economy Class,Bucharest to London,Bucharest to London,01-04-2019,2,2,-1,1,1,-1
9,India,Boeing 777-200/300,Boeing 777-200/300,Couple Leisure,Couple Leisure,Economy Class,London Heathrow to Bengaluru,London Heathrow to Bengaluru,01-04-2019,3,5,4,5,5,2
1,United Kingdom,Unknown,,Business,Business,Business Class,Madrid to London,Madrid to London,01-04-2019,1,1,-1,1,1,-1
7,United Kingdom,A319,A319,Solo Leisure,Solo Leisure,Economy Class,Dublin to London Heathrow,Dublin to London Heathrow,01-04-2019,4,3,1,4,3,-1
4,United States,Boeing 747-400,Boeing 747-400,Business,Business,Business Class,London to Seattle,London to Seattle,01-04-2019,4,2,3,3,2,3
10,United Kingdom,A320,A320,Family Leisure,Family Leisure,Business Class,London to Gibraltar,London to Gibraltar,01-04-2019,4,5,5,4,5,-1
5,United States,Boeing 747,Boeing 747,Business,Business,Business Class,London to Boston,London to Boston,01-03-2019,2,3,4,4,2,1
6,Qatar,Boeing 787-9,Boeing 787-9,Family Leisure,Family Leisure,Business Class,London to Doha,London to Doha,01-04-2019,3,4,3,5,4,1
9,United Kingdom,Boeing 747,Boeing 747,Couple Leisure,Couple Leisure,Economy Class,London Heathrow to Houston,London Heathrow to Houston,01-04-2019,5,5,5,4,4,4
2,United Kingdom,A320,A320,Business,Business,Business Class,Larnaca to London,Larnaca to London,01-03-2019,1,4,4,3,1,-1
5,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Zurich to London,Zurich to London,01-04-2019,4,1,1,3,2,-1
6,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London to Pisa,London to Pisa,01-04-2019,5,4,2,3,3,-1
10,United Kingdom,Boeing 787-9,Boeing 787-9,Couple Leisure,Couple Leisure,First Class,London to Tokyo Narita,London to Tokyo Narita,01-11-2018,5,5,5,5,5,5
3,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Business Class,Bridgetown to Gatwick,Bridgetown to Gatwick,01-03-2019,4,1,2,4,1,-1
1,United Kingdom,777,777,Couple Leisure,Couple Leisure,Economy Class,St Lucia to Gatwick,St Lucia to Gatwick,01-04-2019,1,2,1,1,1,1
1,United Kingdom,A380,A380,Solo Leisure,Solo Leisure,Economy Class,Chicago to London,Chicago to London,01-04-2019,1,1,1,1,1,-1
1,India,Unknown,,Family Leisure,Family Leisure,Economy Class,London to Bangalore,London to Bangalore,01-09-2018,3,1,1,2,3,-1
3,Germany,A320/B788,A320/B788,Solo Leisure,Solo Leisure,Economy Class,Hamburg to Abu Dhabi via Heathrow,Hamburg to Abu Dhabi via Heathrow,01-04-2019,1,3,2,3,4,-1
10,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,London to Seville,London to Seville,01-03-2019,-1,-1,-1,4,4,-1
7,Qatar,Boeing 787-9 / A319,Boeing 787-9 / A319,Family Leisure,Family Leisure,Business Class,Doha to Paris via London,Doha to Paris via London,01-03-2019,5,4,2,4,3,2
10,United Kingdom,A320 Neo,A320 Neo,Couple Leisure,Couple Leisure,Business Class,Madrid to London,Madrid to London,01-03-2019,3,5,5,4,4,-1
2,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Tokyo to London,Tokyo to London,01-03-2019,2,3,1,3,2,2
7,United Kingdom,Boeing 747-400,Boeing 747-400,Solo Leisure,Solo Leisure,Economy Class,London to Vancouver ,London to Vancouver ,01-03-2019,3,5,4,4,4,4
8,United Kingdom,Boeing 777,Boeing 777,Solo Leisure,Solo Leisure,First Class,London to Mumbai ,London to Mumbai ,01-03-2019,4,5,2,4,4,3
2,United States,Boeing 777,Boeing 777,Business,Business,First Class,London to Chicago ,London to Chicago ,01-03-2019,2,2,1,2,2,1
6,United Kingdom,Unknown,,Solo Leisure,Solo Leisure,Economy Class,Leeds Bradford to Las Vegas via Heathrow,Leeds Bradford to Las Vegas via Heathrow,01-09-2018,3,5,3,5,3,4
1,Norway,Unknown,,Solo Leisure,Solo Leisure,First Class,Dallas to London Heathrow,Dallas to London Heathrow,01-03-2019,2,1,3,3,1,3
2,United Kingdom,Unknown,,Couple Leisure,Couple Leisure,Economy Class,Tenerife to Heathrow,Tenerife to Heathrow,01-03-2019,1,4,1,2,1,-1
1,United Kingdom,A320,A320,Business,Business,Economy Class,London Heathrow to Larnaca Cyprus,London Heathrow to Larnaca Cyprus,01-03-2019,2,3,1,1,1,-1
9,United Kingdom,Boeing 787,Boeing 787,Couple Leisure,Couple Leisure,Business Class,Los Angeles to London,Los Angeles to London,01-03-2019,4,5,5,4,5,5
2,United States,Unknown,,Solo Leisure,Solo Leisure,Economy Class,London to Phoenix,London to Phoenix,01-03-2019,2,5,5,1,2,5
1,United Kingdom,Unknown,,Business,Business,Business Class,San Francisco to London,San Francisco to London,01-04-2018,-1,-1,-1,-1,1,-1
9,United Kingdom,A321,A321,Solo Leisure,Solo Leisure,Economy Class,Rome to London,Rome to London,01-03-2019,5,4,1,5,5,-1
2,United Kingdom,A319,A319,Business,Business,Economy Class,Cologne to Gatwick,Cologne to Gatwick,01-03-2019,3,2,-1,1,2,-1
